state_id,origin_year,pick_slot,completed_picks,d128_action,d256_action,legacy_action,unique_actions,rooms
dk:2025:slot6:depth0,2025,6,0,Lamar Jackson,Amon-Ra St. Brown,Justin Jefferson,3,2
