player,pos,base,target_p10,target_p90,pred_fp_per_game,target_width,draftable_eval,blend,sample_mean,sample_p10,sample_p50,sample_p90,mean_error,p10_error,p50_error,p90_error,tail_width_ratio
Breece Hall,RB,14.629913,9.786268,20.503792,14.629913,10.717524,True,0.0,14.846418,9.727495288848878,14.661815166473389,20.480031776428223,0.21650505,-0.05877294540405131,0.03190183639526367,-0.023760032653807883,1.0032668846031254
Josh Jacobs,RB,14.565131,9.719666,20.574736,14.565131,10.85507,True,0.0,14.913052,9.777676010131836,14.773324966430664,20.568893623352054,0.34792042,0.05801048278808629,0.20819377899169922,-0.005842018127438564,0.9941177256117052
Trey Mcbride,TE,14.242917,10.688665,19.538382,14.242917,8.849716,True,0.0,14.683682,10.640265274047852,14.427923202514648,19.553392028808595,0.44076538,-0.048400115966796164,0.18500614166259766,0.015010452270509234,1.0071652657442132
Garrett Wilson,WR,14.1865,9.836178,18.788788,14.1865,8.95261,True,0.0,14.443742,9.852435970306397,14.409266471862793,18.884425926208497,0.2572422,0.016258144378662465,0.22276687622070312,0.0956380844116218,1.0088666813244689
Zay Flowers,WR,14.138992,9.368246,19.539444,14.138992,10.171198,True,0.0,14.447589,9.456982231140136,14.339807987213135,19.578663063049316,0.3085966,0.08873615264892543,0.20081567764282227,0.039219093322753196,0.9951316393746659
Kyren Williams,RB,14.117485,9.228592,19.972363,14.117485,10.743771,True,0.0,14.396122,9.243009853363038,14.218212127685547,19.94065742492676,0.27863693,0.01441793441772532,0.10072708129882812,-0.03170509338378835,0.9957069980808936
Devonta Smith,WR,13.949901,9.660252,18.59953,13.949901,8.939278,True,0.0,14.205075,9.538852214813232,14.139541625976562,18.607058143615724,0.25517464,-0.1213994026184082,0.18964099884033203,0.007528877258302202,1.0144226731666852
Brock Bowers,TE,13.940208,10.386007,19.235607,13.940208,8.8496,True,0.0,14.393816,10.391980838775634,14.18138837814331,19.215894508361817,0.45360756,0.005973529815673118,0.2411799430847168,-0.019712638854979758,0.9970974768192782
Cam Skattebo,RB,13.922882,9.104263,19.421469,13.922882,10.317205,True,0.0,14.09262,9.027382850646973,13.915524959564209,19.3940279006958,0.16973782,-0.07688045501708984,-0.007357120513916016,-0.027440834045410867,1.0047919585697442
Ladd Mcconkey,WR,13.808366,8.974737,19.105957,13.808366,10.13122,True,0.0,13.989206,8.970527267456054,13.887989044189453,19.105213928222657,0.18084049,-0.004209899902344105,0.07962322235107422,-0.0007431030273430395,1.0003421894817777
Tet Mcmillan,WR,13.646404,8.749273,18.746607,13.646404,9.997334,True,0.0,13.691891,8.762549591064452,13.57651662826538,18.730755424499513,0.04548645,0.013276290893553977,-0.06988763809204102,-0.015851402282713423,0.9970864537930305
Malik Nabers,WR,13.59124,8.768463,18.802015,13.59124,10.033552,True,0.0,13.672903,8.746451950073242,13.530572891235352,18.79270114898682,0.08166313,-0.022011184692383168,-0.06066703796386719,-0.00931415557861115,1.0012654570284678
Travis Etienne,RB,13.3769045,8.382532,18.993294,13.3769045,10.610762,True,0.0,13.477145,8.361367511749268,13.312832355499268,19.023198699951177,0.10024071,-0.021164608001708274,-0.0640721321105957,0.0299049377441456,1.0048129952841003
Javonte Williams,RB,13.313389,8.354605,19.141342,13.313389,10.786737,True,0.0,13.504912,8.359716606140136,13.398985862731934,19.12195911407471,0.19152355,0.005111885070800071,0.08559703826904297,-0.019383049011228337,0.9977291619255869
Emeka Egbuka,WR,13.07681,8.212727,18.256744,13.07681,10.044018,True,0.0,13.1970625,8.158218097686767,13.149096488952637,18.24574089050293,0.12025261,-0.05450849533081126,0.07228660583496094,-0.011003494262695312,1.0043314340904352
Bucky Irving,RB,13.042055,8.261155,18.442745,13.042055,10.18159,True,0.0,13.175378,8.13734941482544,13.064050197601318,18.37249622344971,0.13332272,-0.12380571365356374,0.021995067596435547,-0.07024898529052592,1.0052601536637058
Quinshon Judkins,RB,12.976287,8.016193,18.592335,12.976287,10.576141,True,0.0,13.210111,7.9898412227630615,13.118412494659424,18.64176826477051,0.23382378,-0.0263521671295166,0.14212560653686523,0.0494335174560554,1.0071657216015166
Colston Loveland,TE,12.939584,9.397432,18.177967,12.939584,8.780535,True,0.0,13.462232,9.451658344268798,13.215439796447754,18.272187614440917,0.52264786,0.05422601699829066,0.27585601806640625,0.09422054290771342,1.0045549077674973
Tee Higgins,WR,12.846266,8.198841,17.143267,12.846266,8.944426,True,0.0,12.731343,8.216035842895508,12.692251682281494,17.198895072937013,-0.11492252,0.017194747924804688,-0.15401411056518555,0.05562839508056783,1.0042969385568261
Treveyon Henderson,RB,12.721427,7.7484403,18.083118,12.721427,10.334679,True,0.0,12.83047,7.824171161651612,12.681926727294922,18.059409523010252,0.10904312,0.07573089599609428,-0.03950023651123047,-0.02370891571045064,0.9903779989768097
Luther Burden,WR,12.603233,7.7056713,17.778397,12.603233,10.072725,True,0.0,12.709171,7.713668966293335,12.586464405059814,17.741442108154295,0.10593796,0.007997655868530629,-0.016768932342529297,-0.036954498291017046,0.9955372401372539
Tyler Warren,TE,12.521667,9.029095,17.614649,12.521667,8.585554,True,0.0,12.96173,8.978536224365234,12.745268821716309,17.647837257385255,0.44006348,-0.050558471679687855,0.223602294921875,0.033188438415528765,1.0097543977821535
Carnell Tate,WR,12.351,7.3097053,17.732025,12.351,10.422319,True,0.0,12.4596,7.267049980163574,12.345672607421875,17.752086639404297,0.10860062,-0.04265527725219709,-0.0053272247314453125,0.020061492919921875,1.0060175901858923
Jadarian Price,RB,12.216808,7.098546,17.616098,12.216808,10.517552,True,0.0,12.277138,7.109214782714844,12.145198822021484,17.58283405303955,0.060329437,0.010668754577636719,-0.0716094970703125,-0.03326435089111257,0.9958228774244221
Rome Odunze,WR,12.171201,6.946407,17.23752,12.171201,10.291113,True,0.0,12.132693,6.995126104354859,12.08438491821289,17.226823806762695,-0.03850746,0.04871926307678276,-0.08681583404541016,-0.0106964111328125,0.9942265527595459
Bhayshul Tuten,RB,12.170038,7.17897,17.406708,12.170038,10.227737,True,0.0,12.136432,7.0648344039917,11.985035419464111,17.357830810546876,-0.03360653,-0.11413545608520437,-0.18500280380249023,-0.04887695312499929,1.0063805881080436
D'Andre Swift,RB,12.055301,7.1278634,17.497461,12.055301,10.369598,True,0.0,12.106735,7.142378139495849,11.930909633636475,17.517327499389648,0.051434517,0.014514732360839666,-0.12439107894897461,0.019866180419921164,1.0005160249241445
Rj Harvey,RB,11.880832,6.798742,17.413578,11.880832,10.614836,True,0.0,11.897225,6.79617133140564,11.719890117645264,17.310854721069337,0.016393661,-0.0025704860687252307,-0.16094160079956055,-0.10272331237792898,0.9905648705327775
Jaylen Waddle,WR,11.867673,7.079242,16.673557,11.867673,9.594315,True,0.0,11.730599,7.011881542205811,11.6570405960083,16.577809143066407,-0.13707352,-0.0673606872558592,-0.21063232421875,-0.09574813842773366,0.9970412712536958
Davante Adams,WR,11.860602,7.0880675,16.722921,11.860602,9.634853,True,0.0,11.704183,7.0275684833526615,11.573919296264648,16.702771949768067,-0.15641975,-0.06049904823303187,-0.2866830825805664,-0.02014942169189382,1.00418793123859
Jordyn Tyson,WR,11.831528,6.692498,17.034138,11.831528,10.3416395,True,0.0,11.816156,6.570322322845459,11.782734870910645,17.02246208190918,-0.015371323,-0.12217588424682635,-0.04879283905029297,-0.011675643920899148,1.010684982794625
Jameson Williams,WR,11.755949,6.961529,16.664682,11.755949,9.703154,True,0.0,11.642343,6.985127401351929,11.509069442749023,16.648012161254883,-0.11360645,0.023598623275757014,-0.24687957763671875,-0.01667022705078125,0.9958499213818398
Terry Mclaurin,WR,11.658058,6.9340105,16.573517,11.658058,9.639506,True,0.0,11.600397,6.99506311416626,11.448688983917236,16.588820457458496,-0.057661057,0.06105260848999006,-0.20936918258666992,0.015303611755371094,0.9952540104108182
Brian Thomas,WR,11.520593,6.2428484,16.75356,11.520593,10.510711,True,0.0,11.465636,6.272439098358155,11.413626194000244,16.8297513961792,-0.054956436,0.0295907020568853,-0.10696649551391602,0.07619228363037323,1.004433723164072
David Montgomery,RB,11.514617,6.5514884,16.834795,11.514617,10.283306,True,0.0,11.438963,6.4953639030456545,11.297622203826904,16.862491989135744,-0.07565403,-0.05612449645996076,-0.2169947624206543,0.027696990966799007,1.008151266068605
Dj Moore,WR,11.4119005,6.73796,16.390358,11.4119005,9.652398,True,0.0,11.367408,6.779687309265137,11.255707740783691,16.35946502685547,-0.04449272,0.04172744750976598,-0.15619277954101562,-0.03089294433593537,0.9924764404635664
Marvin Harrison,WR,11.341178,6.151949,16.535736,11.341178,10.383787,True,0.0,11.320354,6.109056282043457,11.298649787902832,16.487224769592284,-0.020823479,-0.04289264678955096,-0.04252815246582031,-0.048511314392090554,0.9994588999640894
Mike Evans,WR,11.316474,6.6351247,16.260662,11.316474,9.625538,True,0.0,11.270421,6.598980140686035,11.160889148712158,16.29489688873291,-0.046052933,-0.03614454269409162,-0.15558481216430664,0.03423480987548899,1.0073116823876254
Sam Laporta,TE,11.252292,7.9161406,15.64049,11.252292,7.724349,True,0.0,11.463585,7.919617700576782,11.192264556884766,15.579923915863038,0.21129322,0.00347714424133283,-0.060027122497558594,-0.06056566238403249,0.9917089703684161
Christian Watson,WR,11.203042,6.412503,16.157166,11.203042,9.744663,True,0.0,11.131948,6.322276067733765,11.022632122039795,16.18840808868408,-0.07109356,-0.09022669792175275,-0.18040990829467773,0.03124256134033132,1.0124651595906056
Kyle Pitts,TE,11.040417,7.7011833,15.255657,11.040417,7.554474,True,0.0,11.253338,7.68038592338562,11.062895774841309,15.355116558074954,0.21292114,-0.020797395706177113,0.02247905731201172,0.09945936203003214,1.0159186145448307
Harold Fannin,TE,10.911041,7.605314,15.059711,10.911041,7.4543977,True,0.0,11.068668,7.580543327331543,10.857875347137451,15.022079181671142,0.1576271,-0.024770450592041193,-0.05316591262817383,-0.03763227462768626,0.9982745991573596
Makai Lemon,WR,10.882625,5.6085615,16.076435,10.882625,10.467874,True,0.0,10.927063,5.662366342544556,10.95366907119751,16.152494430541992,0.044438362,0.05380482673645037,0.0710444450378418,0.07605934143066406,1.0021259823724822
Jaylen Warren,RB,10.651389,5.605173,15.85992,10.651389,10.254746,True,0.0,10.634534,5.646353435516358,10.448211669921875,16.07801342010498,-0.01685524,0.04118032455444354,-0.20317745208740234,0.2180938720703125,1.017251869522224
George Kittle,TE,10.627084,7.3615007,14.602293,10.627084,7.2407923,True,0.0,10.739537,7.338374137878418,10.52033805847168,14.551058387756347,0.11245346,-0.023126602172851562,-0.10674571990966797,-0.051234626770019887,0.996118100957508
Alec Pierce,WR,10.624401,5.872117,15.516618,10.624401,9.644501,True,0.0,10.658417,5.914381361007691,10.621153354644775,15.54056444168091,0.034015656,0.042264318466187056,-0.0032477378845214844,0.02394666671753143,0.998100715396591
Tony Pollard,RB,10.592427,5.5102963,15.747154,10.592427,10.236858,True,0.0,10.391398,5.462236833572388,10.171777248382568,15.62520637512207,-0.20102882,-0.048059511184692205,-0.42065000534057617,-0.12194786071777308,0.9927820798418203
Travis Kelce,TE,10.578542,7.2921104,14.486989,10.578542,7.1948786,True,0.0,10.651263,7.242744970321655,10.4005446434021,14.479509449005128,0.07272148,-0.04936547279357928,-0.17799711227416992,-0.007479572296141157,1.0058216271535743
Dk Metcalf,WR,10.552564,6.039906,15.346672,10.552564,9.3067665,True,0.0,10.6436405,5.964838552474975,10.549979209899902,15.499607849121094,0.09107685,-0.07506747245788592,-0.0025844573974609375,0.1529357910156257,1.0244986039341513
Rhamondre Stevenson,RB,10.473502,5.5074253,15.642132,10.473502,10.1347065,True,0.0,10.397813,5.467808103561402,10.20773458480835,15.642076110839847,-0.075689316,-0.03961720466613716,-0.26576757431030273,-5.569458007492756e-05,1.0039035674192462
Tucker Kraft,TE,10.447917,7.179489,14.277346,10.447917,7.0978565,True,0.0,10.496482,7.159180116653443,10.282798290252686,14.253339290618896,0.04856491,-0.02030901908874494,-0.16511869430541992,-0.024006366729736328,0.9994790895491144
Parker Washington,WR,10.382832,5.2480493,15.402791,10.382832,10.154741,True,0.0,10.4193125,5.3388487815856935,10.425477981567383,15.459514999389649,0.036480904,0.09079952239990252,0.04264640808105469,0.05672397613525426,0.9966444177686401
Chuba Hubbard,RB,10.366649,5.372299,15.539207,10.366649,10.166908,True,0.0,10.202471,5.354395246505737,10.015410423278809,15.416609573364259,-0.1641779,-0.01790394783020055,-0.3512382507324219,-0.12259788513183523,0.9897024803822912
