player,pos,base,target_p10,target_p90,pred_fp_per_game,target_width,draftable_eval,blend,sample_mean,sample_p10,sample_p50,sample_p90,mean_error,p10_error,p50_error,p90_error,tail_width_ratio
Cooper Kupp,WR,6.9030867,3.2527316,11.044149,6.9030867,7.791418,True,0.15,6.9530807,3.2373485326766973,6.705333948135376,11.191437816619873,0.04999399,-0.015383028984069291,-0.1977527141571045,0.14728841781616175,1.0208782543567883
Keaton Mitchell,RB,6.902264,2.9489808,11.572379,6.902264,8.623398,True,0.15,6.95314,2.987299585342407,6.586868524551392,11.595482826232912,0.050875664,0.0383187770843505,-0.3153955936431885,0.02310371398925959,0.9982356622571634
Tre Harris,WR,6.84647,2.7875962,11.538786,6.84647,8.75119,True,0.15,6.984968,2.7875600814819337,6.661106586456299,11.768424510955812,0.1384983,-3.614425659170806e-05,-0.1853632926940918,0.22963857650757014,1.026244915155235
Evan Engram,TE,6.83125,3.6495793,10.268101,6.83125,6.6185217,True,0.15,6.822092,3.6268302679061892,6.590754508972168,10.380517387390137,-0.009158134,-0.02274901866912815,-0.2404956817626953,0.11241664886474645,1.0204222990327265
Caleb Douglas,WR,6.7131944,2.711648,11.561888,6.7131944,8.85024,True,0.15,6.9120326,2.6798398733139037,6.609411239624023,11.717224025726319,0.19883823,-0.031808114051818936,-0.10378313064575195,0.15533628463745153,1.0211456868849842
Zachariah Branch,WR,6.672764,2.6194024,11.381937,6.672764,8.762535,True,0.15,6.7153506,2.6338218688964843,6.380215644836426,11.495641899108888,0.042586803,0.01441946029663077,-0.29254817962646484,0.11370487213134872,1.0113306176715662
Terrance Ferguson,TE,6.6629167,3.5011566,10.072937,6.6629167,6.57178,True,0.15,6.6513734,3.4511396408081056,6.377305507659912,10.128830814361573,-0.011543274,-0.05001692771911603,-0.2856111526489258,0.05589380264282262,1.016116024194418
De'Zhaun Stribling,WR,6.6040835,2.657375,11.509294,6.6040835,8.851918,True,0.15,6.768692,2.655878758430481,6.398743391036987,11.605391120910646,0.16460848,-0.0014963388442992276,-0.20534014701843262,0.09609756469726705,1.011025196971873
Tyler Allgeier,RB,6.455714,2.810014,10.852927,6.455714,8.042913,True,0.15,6.520001,2.782045865058899,6.225345611572266,10.921776676177979,0.06428671,-0.02796814441680917,-0.23036861419677734,0.06884946823120153,1.0120375999305635
Ja'Kobi Lane,WR,6.444361,2.7407658,11.096717,6.444361,8.355951,True,0.15,6.6447015,2.6493062019348144,6.297252416610718,11.24699010848999,0.20034027,-0.09145960807800302,-0.147108793258667,0.15027322769165075,1.0289293927652265
Jack Bech,WR,6.403433,2.7777998,10.9329195,6.403433,8.15512,True,0.15,6.5355554,2.7071707487106322,6.245104074478149,10.927449321746828,0.13212252,-0.07062909603118905,-0.15832877159118652,-0.005470180511473188,1.0079899103793206
Justice Hill,RB,6.3893094,2.9846277,10.54575,6.3893094,7.561122,True,0.15,6.5300584,2.9438557624816895,6.210981845855713,10.804625034332277,0.14074898,-0.0407719612121582,-0.1783275604248047,0.25887537002563654,1.039630009090094
Calvin Ridley,WR,6.3784103,2.8245702,9.951273,6.3784103,7.126703,True,0.15,6.2190757,2.7940298795700076,6.0168116092681885,10.112619304656983,-0.15933466,-0.030540299415588112,-0.3615987300872803,0.16134634017944371,1.0269250234464191
Brian Robinson,RB,6.328876,2.759043,10.66063,6.328876,7.9015875,True,0.15,6.3711596,2.7444482088088993,6.086526155471802,10.614892959594727,0.042283535,-0.014594769477843883,-0.24234986305236816,-0.045737266540527344,0.9960586735848476
Jaylin Noel,WR,6.3061204,2.7755294,10.694159,6.3061204,7.918629,True,0.15,6.4029937,2.713128852844238,6.126564025878906,10.65120439529419,0.09687328,-0.062400531768799006,-0.17955636978149414,-0.042954158782958274,1.002455775181496
Chris Brazzell,WR,6.270653,2.7528398,11.011221,6.270653,8.258381,True,0.15,6.5926595,2.7353251934051515,6.2525999546051025,11.243964576721192,0.3220067,-0.017514610290527255,-0.01805281639099121,0.23274364471435582,1.0303035784810741
David Njoku,TE,6.2677083,3.4148486,9.61676,6.2677083,6.201912,True,0.15,6.365913,3.3075337886810305,6.122401714324951,9.768715190887452,0.09820461,-0.10731477737426731,-0.14530658721923828,0.15195493698120188,1.0418047658559448
Andrei Iosivas,WR,6.212282,2.7883992,10.233625,6.212282,7.445226,True,0.15,6.2299185,2.72435405254364,5.976856708526611,10.333038711547852,0.0176363,-0.0640451669692994,-0.23542547225952148,0.09941329956054723,1.0219548019501503
Braelon Allen,RB,6.192861,2.4330308,10.649107,6.192861,8.216076,True,0.15,6.1586056,2.4049819707870483,5.772426605224609,10.68414993286133,-0.034255505,-0.02804887294769287,-0.42043447494506836,0.035042953491212,1.007679099566115
Mason Taylor,TE,6.181667,3.2002056,9.437454,6.181667,6.2372484,True,0.15,6.2352247,3.1524758100509644,5.989264011383057,9.674275302886965,0.053557873,-0.04772975444793692,-0.19240283966064453,0.23682107925415252,1.0456212504179903
Dontayvion Wicks,WR,6.1727405,2.7634735,10.308835,6.1727405,7.5453615,True,0.15,6.2090287,2.7165987968444827,5.921196222305298,10.322101306915284,0.03628826,-0.04687471389770481,-0.2515442371368408,0.013266277313233488,1.007970591079117
Devaughn Vele,WR,6.1683927,2.7376473,10.294273,6.1683927,7.5566263,True,0.15,6.197423,2.692256784439087,5.9244468212127686,10.316064834594727,0.029030323,-0.04539051055908194,-0.24394583702087402,0.021791458129882812,1.0088904396520968
Mike Gesicki,TE,6.1364584,3.3605506,9.448319,6.1364584,6.0877686,True,0.15,6.268871,3.310983920097351,6.0644402503967285,9.622964572906495,0.13241243,-0.04956672191619882,-0.07201814651489258,0.1746451377868663,1.0368299313792084
Jonah Coleman,RB,6.135465,2.2082515,10.603379,6.135465,8.395128,True,0.15,6.020943,2.171718263626099,5.635119915008545,10.65325269699097,-0.11452198,-0.03653321266174281,-0.5003452301025391,0.04987344741821609,1.0102924196829923
Pat Bryant,WR,6.1291504,2.7757325,10.46534,6.1291504,7.689607,True,0.15,6.328558,2.7473502159118652,6.018932104110718,10.53016996383667,0.19940758,-0.028382301330566406,-0.11021828651428223,0.06483030319213867,1.01212189423782
Rashod Bateman,WR,6.1016793,2.7324743,9.600555,6.1016793,6.868081,True,0.15,5.9160533,2.726922011375428,5.698241233825684,9.593069458007813,-0.18562603,-0.005552315711974565,-0.40343809127807617,-0.007485961914062145,0.9997184590315765
Michael Mayer,TE,6.092708,3.230328,9.355445,6.092708,6.125117,True,0.15,6.1878834,3.1855131864547728,5.98876953125,9.511712074279787,0.095175266,-0.04481489658355731,-0.10393857955932617,0.1562671661376971,1.0328290983605604
Mike Washington,RB,6.0725117,2.1266015,10.54871,6.0725117,8.422109,True,0.15,6.042713,2.0863243103027345,5.71572470664978,10.580876064300536,-0.029798508,-0.04027714729309073,-0.35678696632385254,0.032166194915770774,1.008601539922962
Samaje Perine,RB,6.044271,2.57963,10.268061,6.044271,7.688431,True,0.15,6.111731,2.5719748973846435,5.807027578353882,10.313337230682373,0.06746006,-0.007655000686645597,-0.2372434139251709,0.04527654647827184,1.0068845709400658
Troy Franklin,WR,6.033662,2.7488081,10.122856,6.033662,7.374048,True,0.15,6.1412597,2.7199880599975588,5.826091527938843,10.212633895874026,0.10759783,-0.028820085525512518,-0.20757031440734863,0.08977775573730717,1.0160831064696567
Kayshon Boutte,WR,5.969215,2.751648,10.157845,5.969215,7.4061966,True,0.15,6.1382446,2.749967646598816,5.804776668548584,10.298103523254394,0.16902971,-0.0016803026199339044,-0.16443824768066406,0.14025897979736257,1.0191649358224868
Tank Bigsby,RB,5.9660277,2.1742623,10.388813,5.9660277,8.214551,True,0.15,5.9076943,2.0909629821777345,5.523665189743042,10.412406253814698,-0.058333397,-0.08329930305480948,-0.44236254692077637,0.02359323501586985,1.0130125554052376
Colby Parkinson,TE,5.958125,3.1428626,9.235678,5.958125,6.0928154,True,0.15,6.050194,3.10960738658905,5.84843635559082,9.372076892852785,0.09206867,-0.03325517177581805,-0.10968875885009766,0.1363991737365744,1.027844944574708
Ty Johnson,RB,5.918242,2.6110673,10.017323,5.918242,7.4062552,True,0.15,5.9681077,2.5567290067672728,5.71016263961792,9.983268547058106,0.049865723,-0.05433828830719012,-0.20807933807373047,-0.034053993225096946,1.0027388058351372
Brandon Aiyuk,WR,5.8670416,2.5806425,9.60102,5.8670416,7.020377,True,0.15,5.8112783,2.571769905090332,5.545597791671753,9.676811408996581,-0.055763245,-0.00887255668640119,-0.3214437961578369,0.07579154968261648,1.0120598000461596
Theo Johnson,TE,5.8277082,3.1229875,8.987189,5.8277082,5.8642015,True,0.15,5.9406495,3.0717026948928834,5.73390531539917,9.096503639221192,0.112941265,-0.05128481388092032,-0.09380292892456055,0.10931434631347692,1.0273864050137087
Tory Horton,WR,5.826593,2.5889769,9.785588,5.826593,7.1966114,True,0.15,5.8608503,2.5487109661102294,5.581930637359619,9.754972457885742,0.034257412,-0.040265893936157315,-0.24466228485107422,-0.030615806579589844,1.0013409209993807
Nathaniel Dell,WR,5.82025,2.6922898,9.978982,5.82025,7.286692,True,0.15,5.988254,2.6458500146865847,5.67293381690979,10.04184093475342,0.16800404,-0.04643981456756574,-0.14731621742248535,0.06285896301269744,1.0149997797962362
Chimere Dike,WR,5.803622,2.627521,9.752037,5.803622,7.124516,True,0.15,5.911724,2.585292172431946,5.627231597900391,9.781674575805663,0.10810232,-0.04222886562347394,-0.1763901710510254,0.029637527465819602,1.0100871965177076
Chris Brooks,RB,5.7730083,2.013151,10.006744,5.7730083,7.993593,True,0.15,5.645168,1.9809301376342776,5.2247841358184814,10.111182975769044,-0.12784052,-0.032220792770385476,-0.5482242107391357,0.10443859100341868,1.017096144187051
Emmett Johnson,RB,5.670854,1.8354466,9.850834,5.670854,8.015388,True,0.15,5.5002375,1.8072516083717347,5.164069652557373,9.975248432159423,-0.17061663,-0.028194987773895175,-0.5067844390869141,0.12441453933715785,1.0190395396385112
Jordan James,RB,5.6050925,1.889262,9.641633,5.6050925,7.752371,True,0.15,5.4100413,1.8880840063095092,5.005586862564087,9.68483762741089,-0.1950512,-0.0011779546737671343,-0.5995056629180908,0.043204593658447976,1.0057250598170737
Tyquan Thornton,WR,5.600035,2.5226095,9.217613,5.600035,6.6950035,True,0.15,5.6006436,2.4825516223907473,5.349180221557617,9.223494720458987,0.0006084442,-0.04005784988403294,-0.2508549690246582,0.005881500244143467,1.0068617721381954
Darnell Mooney,WR,5.568763,2.5415065,9.271555,5.568763,6.730048,True,0.15,5.646382,2.5217740058898928,5.313652992248535,9.471861839294434,0.077619076,-0.01973252296447736,-0.2551097869873047,0.20030689239501953,1.0326951082525964
Kaytron Allen,RB,5.5434074,1.8795428,9.629075,5.5434074,7.749532,True,0.15,5.3378096,1.8333022713661193,4.943872928619385,9.601620292663577,-0.20559788,-0.04624055624008183,-0.5995345115661621,-0.02745475769042649,1.0024241203223223
Marshawn Lloyd,RB,5.5328474,2.02722,9.566541,5.5328474,7.539321,True,0.15,5.47801,2.0259300231933595,5.119897365570068,9.716824817657471,-0.054837227,-0.0012899875640868252,-0.4129500389099121,0.15028409957885813,1.0201044430679154
Nicholas Singleton,RB,5.5174747,1.8078439,9.667217,5.5174747,7.859373,True,0.15,5.4057074,1.8463126897811892,5.026593446731567,9.746656036376953,-0.11176729,0.038468766212463645,-0.49088120460510254,0.0794387817382809,1.005212916279888
Kimani Vidal,RB,5.487368,2.0551815,9.7694,5.487368,7.714218,True,0.15,5.5554066,2.0283433675765994,5.171695232391357,9.861134719848636,0.06803846,-0.02683813571929905,-0.3156728744506836,0.09173507690429972,1.0153707362790498
Lequint Allen,RB,5.4804177,2.048819,10.036064,5.4804177,7.987245,True,0.15,5.6434035,2.026388955116272,5.238227844238281,10.177185058593752,0.1629858,-0.02243010997772199,-0.24218988418579102,0.14112091064453303,1.0204765246246568
Xavier Legette,WR,5.454112,2.3966134,9.402192,5.454112,7.005579,True,0.15,5.579578,2.3659923553466795,5.300328254699707,9.446487617492677,0.12546587,-0.030621004104614435,-0.15378379821777344,0.04429550170898544,1.0106938009622264
Kavontae Turpin,WR,5.4483495,2.377031,9.346985,5.4483495,6.9699535,True,0.15,5.6209164,2.328847074508667,5.374341726303101,9.455179882049562,0.17256689,-0.04818401336669931,-0.07400774955749512,0.10819501876831161,1.0224361998575364
Christian Kirk,WR,5.433654,2.4296641,9.050784,5.433654,6.62112,True,0.15,5.481336,2.3713184595108032,5.208508014678955,9.175382614135742,0.047682285,-0.058345675468444824,-0.22514581680297852,0.12459850311279297,1.0276303977639976
Ray Davis,RB,5.415035,1.9636128,9.58581,5.415035,7.622197,True,0.15,5.4590697,1.9824412226676942,5.113706827163696,9.756923675537113,0.044034958,0.018828427791595548,-0.3013279438018799,0.17111396789551137,1.0199791869279686
Jaydon Blue,RB,5.4046454,1.8829136,9.667128,5.4046454,7.784214,True,0.15,5.3779306,1.8887188196182252,4.971240520477295,9.664557361602787,-0.026714802,0.005805230140686124,-0.43340492248535156,-0.0025702476501425764,0.9989240432278004
James Conner,RB,5.3966966,2.1688683,9.23916,5.3966966,7.0702915,True,0.15,5.4364085,2.1854217529296878,5.104576110839844,9.43710994720459,0.039711952,0.01655344963073757,-0.29212045669555664,0.1979503631591797,1.0256561804584947
Emanuel Wilson,RB,5.327625,1.9519465,9.515549,5.327625,7.5636024,True,0.15,5.397778,1.941019868850708,5.017889499664307,9.583571529388427,0.07015324,-0.01092662811279288,-0.3097352981567383,0.06802282333373988,1.0104380437200196
Elic Ayomanor,WR,5.3039265,2.2708683,8.844425,5.3039265,6.573557,True,0.15,5.358756,2.241158056259155,5.1146485805511475,8.960589504241943,0.054829597,-0.029710245132446467,-0.18927788734436035,0.11616430282592738,1.0221911136051522
Dj Giddens,RB,5.3005066,1.9143631,9.641613,5.3005066,7.72725,True,0.15,5.3691444,1.9090042352676393,5.011385679244995,9.626244831085208,0.06863785,-0.005358910560607777,-0.2891209125518799,-0.01536817550658931,0.9987046487125323
George Holani,RB,5.290386,1.8183372,9.454163,5.290386,7.635825,True,0.15,5.2898803,1.773171353340149,4.923374176025391,9.508296108245851,-0.0005059242,-0.045165848731994584,-0.36701202392578125,0.05413351058960103,1.013004435761208
Kendrick Bourne,WR,5.2695417,2.3475306,8.878593,5.2695417,6.531063,True,0.15,5.3670883,2.316381096839905,5.103435754776001,8.928866672515872,0.09754658,-0.03114950656890869,-0.1661059856414795,0.05027322769165288,1.0124669590305124
Kaelon Black,RB,5.2516317,1.6464396,9.292997,5.2516317,7.646558,True,0.15,5.044925,1.5864691495895387,4.63506817817688,9.341445350646975,-0.20670652,-0.05997040271759024,-0.6165635585784912,0.0484479904174826,1.0141787188246645
Malik Davis,RB,5.242024,1.8016129,9.4102955,5.242024,7.6086826,True,0.15,5.2420588,1.7824518084526062,4.915078163146973,9.426859283447266,3.4809113e-05,-0.01916104555130005,-0.32694578170776367,0.016563796997070668,1.0046952730550263
Jaylen Wright,RB,5.219222,1.8555431,9.432194,5.219222,7.5766506,True,0.15,5.2943654,1.7842312335968018,4.920088052749634,9.517474555969239,0.07514334,-0.07131190299987789,-0.2991340160369873,0.08528079986572301,1.0206678004212624
Emari Demercado,RB,5.1828127,1.8777888,9.529766,5.1828127,7.6519775,True,0.15,5.28207,1.8404600620269775,4.916373014450073,9.460759353637696,0.09925747,-0.03732872009277344,-0.26643967628479004,-0.0690067291259755,0.9958601227865519
Keon Coleman,WR,5.124973,2.2789817,8.821918,5.124973,6.542936,True,0.15,5.3218665,2.282706761360169,5.110374212265015,8.81976842880249,0.19689369,0.003725075721741078,-0.014598608016967773,-0.0021491050720214844,0.9991022102416997
Jalen Tolbert,WR,5.1165833,2.198947,8.556055,5.1165833,6.357108,True,0.15,5.0819116,2.1880435705184937,4.777315139770508,8.5846474647522,-0.034671783,-0.010903382301330478,-0.33926820755004883,0.02859239578247319,1.0062128529768855
Jahan Dotson,WR,5.1110864,2.160477,8.570536,5.1110864,6.410059,True,0.15,5.1060796,2.128394651412964,4.8294525146484375,8.689284801483156,-0.00500679,-0.03208227157592747,-0.2816338539123535,0.11874914169311701,1.0235303880094637
Darius Slayton,WR,5.10742,2.212838,8.657422,5.10742,6.444584,True,0.15,5.1753807,2.1927394390106203,4.900641202926636,8.756961345672607,0.06796074,-0.02009849548339826,-0.20677876472473145,0.09953927993774414,1.0185641176884934
Trevor Etienne,RB,5.063497,1.8593001,9.745585,5.063497,7.8862853,True,0.15,5.414675,1.8225663661956788,5.02806282043457,9.903270053863526,0.35117817,-0.03673377037048331,-0.03543424606323242,0.15768461227417063,1.024652719895997
Isaiah Davis,RB,4.955278,1.7364795,9.374323,4.955278,7.637843,True,0.15,5.156631,1.6902804017066957,4.786988258361816,9.393194389343265,0.20135307,-0.0461991190910338,-0.1682896614074707,0.018871498107913,1.0085195328697887
Kaleb Johnson,RB,4.9059935,1.6639516,9.472957,4.9059935,7.809005,True,0.15,5.1395583,1.6509382367134096,4.733326196670532,9.428310775756836,0.23356485,-0.013013398647308216,-0.1726672649383545,-0.044645881652831676,0.9959492604418358
Savion Williams,WR,4.8830748,1.9864764,8.190639,4.8830748,6.204162,True,0.15,4.9029064,1.9622860550880432,4.733250856399536,8.243246555328371,0.019831657,-0.02419036626815796,-0.14982390403747559,0.05260801315307795,1.0123785255648827
Jalen Royals,WR,4.877639,1.9844217,8.089636,4.877639,6.105214,True,0.15,4.829012,1.9679592967033386,4.6268346309661865,8.115943050384521,-0.0486269,-0.016462433338165328,-0.25080418586730957,0.02630720138549769,1.0070054274740106
Sean Tucker,RB,4.866246,1.7380524,8.98045,4.866246,7.2423973,True,0.15,5.0511622,1.707639789581299,4.70159125328064,9.129283714294434,0.18491602,-0.030412578582763583,-0.16465497016906738,0.14883403778076243,1.0247496248454744
Tez Johnson,WR,4.834136,1.8166158,8.059204,4.834136,6.242588,True,0.15,4.7178206,1.7770779728889465,4.543991565704346,8.016743850708007,-0.116315365,-0.03953784704208374,-0.2901444435119629,-0.0424602508544929,0.9995318984091851
Joshua Palmer,WR,4.732731,1.962817,8.189001,4.732731,6.226184,True,0.15,4.7949233,1.9118763446807863,4.525537967681885,8.310332584381104,0.06219244,-0.05094060897827135,-0.20719289779663086,0.12133150100708079,1.027669010651091
Demario Douglas,WR,4.7194824,1.8381324,7.740396,4.7194824,5.9022636,True,0.15,4.61505,1.823197841644287,4.427073001861572,7.848377466201783,-0.10443258,-0.014934539794921875,-0.29240942001342773,0.10798144340515226,1.020825227517591
Xavier Hutchinson,WR,4.7163863,1.8324716,7.8396397,4.7163863,6.007168,True,0.15,4.6187224,1.7899911403656006,4.415408372879028,7.898048114776612,-0.09766388,-0.04248046875,-0.3009779453277588,0.05840845108032333,1.016794796039735
Ollie Gordon,RB,4.6916656,1.4755309,9.00206,4.6916656,7.5265293,True,0.15,4.842058,1.4450170755386353,4.449713230133057,9.142826461791993,0.15039253,-0.030513787269592196,-0.24195241928100586,0.14076652526855504,1.0227568467505257
Zavier Scott,RB,4.515928,1.4132783,8.927324,4.515928,7.5140457,True,0.15,4.701359,1.3611003637313843,4.296531438827515,8.881072330474854,0.185431,-0.05217797756195064,-0.21939635276794434,-0.046251964569091086,1.0007886898264868
Tahj Brooks,RB,4.4919834,1.3415875,8.848377,4.4919834,7.5067897,True,0.15,4.7029552,1.3610375165939332,4.32331657409668,8.9473557472229,0.21097183,0.01944997310638441,-0.16866683959960938,0.09897851943969727,1.0105942153274505
Josh Allen,QB,22.406786,18.659208,26.830322,22.406786,8.171114,True,0.25,22.612818,18.627698516845705,22.47352123260498,26.895719146728517,0.2060318,-0.03150978088378764,0.06673526763916016,0.06539688110351705,1.0118596634887302
Jalen Hurts,QB,21.360476,17.578175,25.59179,21.360476,8.013615,True,0.25,21.475883,17.51670398712158,21.401023864746094,25.637798309326172,0.115407944,-0.061470603942872515,0.04054832458496094,0.046009063720703125,1.013412133262818
Lamar Jackson,QB,20.756985,16.941343,25.078993,20.756985,8.13765,True,0.25,20.910332,16.914188385009766,20.85681438446045,25.048943519592285,0.15334702,-0.027154922485351562,0.09982967376708984,-0.03004932403564453,0.9996443197095868
Bijan Robinson,RB,20.648813,15.323631,27.7046,20.648813,12.380968,True,0.25,21.23507,15.235805416107178,20.988804817199707,27.641418075561525,0.586256,-0.08782587051391566,0.33999156951904297,-0.0631813049316392,1.0019905200785126
Jayden Daniels,QB,20.491468,16.626106,25.005093,20.491468,8.378986,True,0.25,20.662598,16.500406646728514,20.519143104553223,25.06736469268799,0.17112923,-0.12569961547851705,0.02767467498779297,0.062272071838378906,1.0224337025114036
Jahmyr Gibbs,RB,20.450188,15.124877,27.507557,20.450188,12.38268,True,0.25,21.163824,15.111199188232423,20.94578266143799,27.718419456481936,0.7136364,-0.013677787780761008,0.49559497833251953,0.2108625411987326,1.0181334194278409
Drake Maye,QB,20.372183,16.639284,24.904228,20.372183,8.264944,True,0.25,20.622131,16.658431625366212,20.441617965698242,24.990964126586913,0.2499485,0.019147491455079546,0.06943511962890625,0.0867359161376946,1.0081777231711078
Puka Nacua,WR,20.30392,15.618111,25.444115,20.30392,9.826004,True,0.25,20.36183,15.619195079803466,20.28043556213379,25.31828365325928,0.05790901,0.0010844230651851916,-0.023485183715820312,-0.12583103179931499,0.987083716381684
Joe Burrow,QB,19.579523,15.878687,24.2235,19.579523,8.344812,True,0.25,19.78281,15.847185134887695,19.626173973083496,24.120628547668456,0.20328712,-0.03150177001953125,0.04665088653564453,-0.1028707504272468,0.99144750330565
Ja'Marr Chase,WR,19.52823,14.700994,24.262238,19.52823,9.561244,True,0.25,19.623587,14.710977363586426,19.690011024475098,24.341276550292967,0.09535599,0.00998382568359446,0.16178035736083984,0.07903900146484233,1.007222404919521
Jaxon Smith Njigba,WR,19.461315,14.775505,24.60151,19.461315,9.826004,True,0.25,19.564249,14.774344062805175,19.473081588745117,24.504181289672854,0.10293388,-0.001161003112793324,0.011766433715820312,-0.09732780456542756,0.9902130305284361
Christian Mccaffrey,RB,19.367226,14.101138,26.1107,19.367226,12.0095625,True,0.25,19.891222,14.1300594329834,19.773868560791016,25.985098266601565,0.52399635,0.028921318054200285,0.4066429138183594,-0.12560234069824006,0.9871332815953449
Dak Prescott,QB,19.126509,15.347409,23.874565,19.126509,8.527156,True,0.25,19.295519,15.257047653198242,19.120168685913086,23.793404579162598,0.16901016,-0.0903615951538086,-0.00634002685546875,-0.0811605453491211,1.001079029155596
Brock Purdy,QB,18.877064,15.125059,23.590765,18.877064,8.465706,True,0.25,19.065184,15.099231052398682,18.892664909362793,23.549778366088866,0.18811989,-0.025828075408934836,0.015601158142089844,-0.04098663330078267,0.9982094159516299
Patrick Mahomes,QB,18.809643,15.05993,23.390121,18.809643,8.330192,True,0.25,18.97126,14.98867483139038,18.810016632080078,23.37905349731445,0.16161728,-0.07125501632690501,0.00037384033203125,-0.011067962646485796,1.0072251703780688
Trevor Lawrence,QB,18.721548,14.913325,22.956993,18.721548,8.043668,True,0.25,18.704075,14.941989040374756,18.5633544921875,22.96250057220459,-0.01747322,0.028663730621337535,-0.15819358825683594,0.005507469177246094,0.9971211812770967
Bo Nix,QB,18.661112,14.861023,22.858765,18.661112,7.9977417,True,0.25,18.582006,14.781023311614991,18.384984970092773,22.785216331481934,-0.07910538,-0.07999963760375906,-0.2761268615722656,-0.0735483169555664,1.0008066427862783
Jaxson Dart,QB,18.483334,14.475977,22.955376,18.483334,8.479399,True,0.25,18.467682,14.39793748855591,18.304861068725586,22.993357276916505,-0.015651703,-0.0780394554138173,-0.17847251892089844,0.03798160552978658,1.0136826990537036
Justin Herbert,QB,18.427103,14.659518,22.431389,18.427103,7.7718706,True,0.25,18.370014,14.506843185424804,18.250903129577637,22.48863067626953,-0.057088852,-0.1526750564575199,-0.17619991302490234,0.05724182128906108,1.0270098266166194
Caleb Williams,QB,18.398493,14.508451,22.408976,18.398493,7.900524,True,0.25,18.236534,14.425096035003662,18.10563850402832,22.36526737213135,-0.1619587,-0.08335542678833008,-0.29285430908203125,-0.043708229064939985,1.0050182996752897
Amon Ra St Brown,WR,18.13377,13.357186,22.815805,18.13377,9.458619,True,0.25,18.20103,13.266842651367188,18.236190795898438,22.898820877075195,0.06726074,-0.09034366607665945,0.10242080688476562,0.08301544189453125,1.018328162474172
Jonathan Taylor,RB,18.059782,12.891632,24.684166,18.059782,11.792534,True,0.25,18.496656,12.77203893661499,18.3120756149292,24.58845672607422,0.4368744,-0.11959314346313477,0.25229358673095703,-0.09570922851562358,1.002025342068267
Kyler Murray,QB,17.859682,13.671286,21.565962,17.859682,7.894676,True,0.25,17.511484,13.650815677642822,17.4642391204834,21.644199180603028,-0.34819794,-0.020469951629639382,-0.3954429626464844,0.07823734283447337,1.0125030199918632
Jared Goff,QB,17.83357,14.003691,21.666063,17.83357,7.6623726,True,0.25,17.715723,13.973248481750488,17.610437393188477,21.73203983306885,-0.11784744,-0.030442237854003906,-0.22313308715820312,0.06597652435302948,1.012583408217978
Devon Achane,RB,17.649487,12.500719,24.422981,17.649487,11.922262,True,0.25,18.188227,12.46122055053711,17.9597749710083,24.397382926940917,0.53874016,-0.03949851989746023,0.3102884292602539,-0.025598335266113992,1.0011659016055643
Ashton Jeanty,RB,17.634861,12.378653,24.324942,17.634861,11.946289,True,0.25,18.177652,12.364276027679443,18.016154289245605,24.396848487854005,0.54279137,-0.014376544952392933,0.38129329681396484,0.07190685272216868,1.0072226109064621
Tyler Shough,QB,17.621508,13.602991,21.302828,17.621508,7.6998367,True,0.25,17.315338,13.552026939392091,17.210362434387207,21.295682525634767,-0.3061695,-0.05096416473388565,-0.4111452102661133,-0.007145309448240766,1.0056908810948513
Baker Mayfield,QB,17.20893,13.131959,21.027206,17.20893,7.8952475,True,0.25,17.103672,13.202708911895751,17.080668449401855,21.088857650756836,-0.105257034,0.07074995040893484,-0.12826061248779297,0.06165122985839844,0.9988475699340252
Malik Willis,QB,17.108612,13.027412,21.44398,17.108612,8.416567,True,0.25,17.176958,12.98129301071167,17.10298252105713,21.561710739135744,0.06834602,-0.04611940383911062,-0.005629539489746094,0.11773147583008026,1.0194676621256125
Drake London,WR,17.076075,12.495136,21.36847,17.076075,8.873333,True,0.25,17.079563,12.441160011291505,17.131114959716797,21.526171684265137,0.0034885406,-0.05397624969482351,0.05504035949707031,0.15770244598388672,1.0238556015220384
Jordan Love,QB,17.071905,13.007305,20.932259,17.071905,7.9249535,True,0.25,16.985022,13.076808261871339,16.952125549316406,20.95783576965332,-0.086883545,0.06950311660766673,-0.11977958679199219,0.025577163696290484,0.9944572604584693
Matthew Stafford,QB,17.059723,13.037603,21.082495,17.059723,8.044891,True,0.25,17.02959,13.160122299194336,16.962465286254883,21.074833869934082,-0.030132294,0.12251892089843786,-0.09725761413574219,-0.007660865783691406,0.983818328812852
Justin Jefferson,WR,17.053709,12.455736,21.42081,17.053709,8.965075,True,0.25,17.107916,12.52347640991211,17.148296356201172,21.4924259185791,0.05420685,0.06774024963378977,0.09458732604980469,0.07161521911621094,1.000432229477344
Ceedee Lamb,WR,16.913706,12.34863,21.208735,16.913706,8.860105,True,0.25,16.962324,12.355319595336914,16.969472885131836,21.326576423645022,0.048618317,0.006689643859862926,0.055767059326171875,0.11784191131592081,1.0125452545952085
Justin Fields,QB,16.86131,12.783117,21.543503,16.86131,8.7603855,True,0.25,16.937666,12.741658210754395,16.817566871643066,21.540383338928223,0.07635689,-0.041459083557128906,-0.04374217987060547,-0.0031194686889648438,1.0043764757623888
James Cook,RB,16.760788,11.781631,23.29292,16.760788,11.511288,True,0.25,17.205223,11.56969928741455,17.09669780731201,23.215595626831057,0.44443512,-0.21193218231201172,0.3359098434448242,-0.07732353210449006,1.0116936222811725
